Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
Id_f1ogxjyjk8,2023-03-24,4,studying,,Suburb,Limpopo,,,,,,,,,,1,1,2002,4,0
Id_6rzml6p9jj,2023-02-02,4,self employed,,Urban,Gauteng,1.0,,,,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
Id_towwu8wh72,2022-02-25,2,studying,,Urban,Free State,1.0,0.0,0.0,1.0,,60 - 69 %,40 - 49 %,,40 - 49 %,0,1,1999,2,0
Id_5akx02hbcb,2023-02-06,4,studying,,Urban,Eastern Cape,1.0,,,,,70 - 79 %,50 - 59 %,,,0,1,2000,1,0
Id_kn041jcfqd,2023-02-07,4,wage employed,334.0,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,1,1,1997,4,1
Id_fo6x2rx8o5,2022-07-28,3,unemployed,186.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,60 - 69 %,60 - 69 %,,,0,1,2000,11,0
Id_oz1q25ob4p,2023-02-01,4,studying,,Urban,Free State,1.0,0.0,0.0,3.0,40 - 49 %,,70 - 79 %,,40 - 49 %,0,1,2004,12,0
Id_xpw9ffqdvu,2022-08-01,3,wage employed,127.0,Urban,Limpopo,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,40 - 49 %,0,1,1999,2,1
Id_41e3zazs06,2023-02-17,4,unemployed,457.0,Urban,Limpopo,,,,,,,,,,0,1,1995,2,1
Id_a4tzkh7zn7,2023-02-27,4,other,,Suburb,Western Cape,1.0,0.0,0.0,5.0,,60 - 69 %,,40 - 49 %,,0,1,2001,4,0
Id_umwwnfn5ff,2023-02-08,4,studying,,Suburb,Mpumalanga,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
Id_n9lrygud66,2022-03-16,2,unemployed,476.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,30 - 39 %,0,1,2000,1,0
Id_xqhpmyw2wp,2022-02-24,2,unemployed,547.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1981,4,0
Id_6h3ah37zm4,2023-02-13,4,wage employed,183.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,,70 - 79 %,50 - 59 %,,,0,1,1999,4,0
Id_2nq1v3g6su,2023-03-06,4,studying,,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,1,1,2002,2,0
Id_vfs0inber5,2021-08-19,1,wage employed,0.0,Urban,Gauteng,1.0,1.0,,2.0,50 - 59 %,,40 - 49 %,,50 - 59 %,0,1,1987,10,0
Id_hxhnksa8c2,2021-08-19,1,wage employed,0.0,Urban,Gauteng,1.0,,,,40 - 49 %,,40 - 49 %,,40 - 49 %,0,1,1990,5,1
Id_j532hs0mmh,2022-08-05,3,other,,Urban,Limpopo,1.0,,,3.0,,,,,,1,1,1997,12,1
Id_z3g407tr6m,2023-02-21,4,self employed,,Urban,Western Cape,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2002,3,0
Id_ox4pqatngj,2022-07-29,3,other,,Urban,Gauteng,1.0,0.0,0.0,5.0,,30 - 39 %,50 - 59 %,,,1,1,2000,5,1
Id_vznlryuirq,2022-08-03,3,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,,0,1,2000,12,0
Id_1d9bu6qjxh,2023-02-28,4,unemployed,5.0,Urban,Free State,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,0,1,1999,2,0
Id_rbs3aa7sk3,2023-02-14,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,0,1,2002,5,0
Id_tlic5dp2de,2022-08-15,3,other,,Urban,Gauteng,,,,,,,,,,0,1,1987,3,1
Id_2qx37ujh7q,2023-03-24,4,unemployed,95.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,,70 - 79 %,,30 - 39 %,1,1,2002,11,0
Id_k5gm7ni8d9,2022-03-16,2,self employed,213.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,60 - 69 %,,50 - 59 %,,1,1,2000,1,1
Id_034ohob59s,2023-02-27,4,studying,,Urban,Western Cape,,,,,,,,,,0,1,2003,6,1
Id_7ujm5uc2bu,2023-02-20,4,wage employed,153.0,Urban,Gauteng,,,,,,,,,,0,1,1993,11,0
Id_0bjg9fh635,2023-03-14,4,unemployed,5.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1999,11,0
Id_89vadojnpq,2023-03-03,4,wage employed,5.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,30 - 39 %,,40 - 49 %,,1,1,2000,1,1
Id_f6qhnd5ndh,2023-02-28,4,unemployed,342.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1998,3,0
Id_80cuww0pd0,2021-08-16,1,wage employed,0.0,Urban,KwaZulu-Natal,1.0,,,5.0,60 - 69 %,,,60 - 69 %,60 - 69 %,0,1,1992,12,0
Id_ibodf4ayfn,2022-07-28,3,self employed,155.0,Urban,Gauteng,,,,,,,,,,0,1,1991,8,1
Id_uq2w23taee,2021-08-16,1,studying,,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,2000,11,0
Id_u8cbkc7x49,2023-03-20,4,unemployed,2986.0,Urban,Gauteng,,,,,,,,,,1,1,1995,1,0
Id_fzj8ttsonk,2023-03-06,4,studying,,Urban,Western Cape,1.0,1.0,0.0,5.0,,60 - 69 %,,60 - 69 %,,1,1,1998,8,1
Id_ulm9uyoyy3,2023-02-15,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2002,8,1
Id_i629j2xhib,2022-03-15,2,unemployed,366.0,Suburb,KwaZulu-Natal,1.0,0.0,1.0,,40 - 49 %,,60 - 69 %,,,1,1,2000,1,1
Id_eqfzm1bqya,2022-09-03,3,unemployed,1010.0,Rural,Mpumalanga,1.0,,,2.0,30 - 39 %,,60 - 69 %,,,0,1,1997,7,0
Id_347y928iv7,2022-07-29,3,unemployed,492.0,Urban,Limpopo,,,,,,,,,,0,1,1998,3,0
Id_j9ayvsepeb,2022-02-25,2,unemployed,1156.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,,50 - 59 %,,1,1,1997,10,0
Id_0jqvvutf8o,2023-02-06,4,studying,,Urban,Gauteng,1.0,1.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,1995,8,0
Id_angd6c6aoi,2022-08-12,3,other,,Urban,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2003,5,1
Id_o15dkg1gyf,2023-02-02,4,unemployed,245.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,60 - 69 %,50 - 59 %,,,0,1,2001,5,1
Id_4iod8nvft4,2023-02-16,4,unemployed,67.0,Urban,Gauteng,1.0,,,5.0,,40 - 49 %,,50 - 59 %,,1,1,2000,1,0
Id_ygv8m0cddo,2022-08-12,3,wage employed,90.0,Suburb,Western Cape,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,0,1,1996,4,0
Id_s3fqxfvuwl,2023-03-13,4,studying,,Urban,Free State,0.0,0.0,0.0,3.0,,,,,,1,1,1989,3,0
Id_qac0gh9lef,2022-02-28,2,unemployed,402.0,Suburb,Gauteng,1.0,,,1.0,,40 - 49 %,60 - 69 %,,,0,1,1998,10,0
Id_g6knpj50ir,2022-07-28,3,studying,,Suburb,Gauteng,,,,,,,,,,0,1,2002,10,0
Id_xxxblgpjh0,2022-08-08,3,studying,,Urban,Western Cape,1.0,0.0,0.0,5.0,,60 - 69 %,,60 - 69 %,,0,1,2003,11,0
Id_kml11vlis1,2023-02-09,4,unemployed,1862.0,Rural,Mpumalanga,0.0,0.0,0.0,2.0,,,,,,1,1,1996,4,0
Id_xb3nukg7gr,2022-08-04,3,self employed,1892.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,30 - 39 %,,50 - 59 %,0,1,1996,4,1
Id_xd4xhvi8yu,2023-02-15,4,wage employed,120.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,,50 - 59 %,,1,1,2000,1,0
Id_idng45hkd8,2022-03-10,2,unemployed,1367.0,Urban,Western Cape,1.0,0.0,0.0,1.0,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,1999,5,1
Id_lfy8w91a8t,2022-02-28,2,unemployed,758.0,Urban,Western Cape,1.0,,,3.0,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,1990,10,1
Id_db3td9fiq7,2023-02-13,4,unemployed,215.0,Urban,Gauteng,1.0,0.0,1.0,5.0,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,2000,1,1
Id_8lq2zrp100,2022-03-04,2,unemployed,5.0,Rural,Limpopo,1.0,0.0,0.0,,,40 - 49 %,,60 - 69 %,,1,1,2000,1,0
Id_83d7kul4to,2021-08-19,1,wage employed,0.0,Rural,Limpopo,0.0,,,3.0,,,,,,1,1,1999,6,0
Id_3oa1ip50wj,2022-03-04,2,unemployed,84.0,Urban,Eastern Cape,1.0,1.0,0.0,4.0,50 - 59 %,,70 - 79 %,,40 - 49 %,1,1,2000,1,0
Id_221bxh80ox,2023-03-08,4,studying,,Suburb,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,1,1,1996,3,0
Id_zfzrcqmebx,2022-03-03,2,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,30 - 39 %,,60 - 69 %,,40 - 49 %,1,1,2000,1,0
Id_1lo7tiz37y,2023-02-20,4,unemployed,401.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,0,1,2000,9,0
Id_qedxksutad,2023-03-06,4,unemployed,5.0,Urban,Gauteng,,,,,,,,,,1,1,1994,5,0
Id_ma5oy0s80o,2023-02-07,4,unemployed,554.0,Urban,Gauteng,1.0,0.0,1.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,1994,9,0
Id_cs4xa2e02o,2023-02-20,4,other,,Urban,Mpumalanga,,,,,,,,,,0,1,1999,12,0
Id_zad0xzvh7q,2023-02-07,4,wage employed,395.0,Urban,KwaZulu-Natal,1.0,,,,,30 - 39 %,,30 - 39 %,,0,1,2000,1,0
Id_shs10kh365,2021-08-20,1,studying,,Urban,Western Cape,1.0,0.0,0.0,4.0,30 - 39 %,,,50 - 59 %,,1,1,2001,1,0
Id_wm4s855aqw,2022-08-04,3,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,0,1,2003,1,0
Id_k25t4stdkx,2022-03-15,2,studying,,Rural,Mpumalanga,1.0,,,2.0,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,2000,1,0
Id_nql8ndqo59,2023-02-16,4,studying,,Urban,Gauteng,,,,,,,,,,0,1,1995,12,1
Id_liv3ksdrt3,2022-03-10,2,unemployed,73.0,Urban,Western Cape,,,,,,,,,,1,1,2002,10,0
Id_9j8stac7nv,2022-08-05,3,self employed,1344.0,Urban,Free State,,,,,,,,,,1,1,1989,2,1
Id_depkqqwgi3,2022-08-05,3,other,,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,1992,2,1
Id_2bbrz0fux1,2023-02-20,4,unemployed,707.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,1998,11,0
Id_mn61kg8jz0,2023-03-20,4,studying,,Suburb,Limpopo,,,,,,,,,,1,1,2001,8,0
Id_y06ngxremq,2022-03-02,2,studying,,Urban,Gauteng,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,1
Id_2q916c5k1w,2022-03-16,2,unemployed,1146.0,Rural,North West,1.0,0.0,0.0,2.0,,30 - 39 %,60 - 69 %,,,1,1,2000,1,1
Id_so50kx2333,2023-02-07,4,unemployed,311.0,Suburb,Gauteng,1.0,1.0,0.0,1.0,,50 - 59 %,60 - 69 %,,,1,1,1994,7,0
Id_57x3eqvyqs,2023-03-14,4,studying,,Urban,North West,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2001,10,0
Id_s3fldgfj5r,2022-02-21,2,unemployed,1127.0,Urban,Free State,0.0,,,2.0,,,,,,0,1,1987,7,1
Id_3vl5b0ghpl,2022-03-10,2,unemployed,610.0,Urban,Gauteng,0.0,,,1.0,,,,,,1,1,1985,12,1
Id_va332kvag9,2021-08-11,1,self employed,228.0,Urban,Mpumalanga,1.0,,,5.0,,,,,,1,1,1989,4,1
Id_f43dvfjs3h,2022-02-22,2,unemployed,1035.0,Urban,Mpumalanga,1.0,,,,,,,,,0,1,1989,6,1
Id_ly5cg3nfif,2022-08-03,3,unemployed,1282.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,1.0,,,,,,0,1,1993,11,0
Id_7jfcj1pajh,2023-02-08,4,studying,,Rural,Limpopo,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,0,1,1997,3,1
Id_i9aulpmj94,2023-03-02,4,unemployed,309.0,Urban,Gauteng,1.0,0.0,1.0,2.0,,50 - 59 %,50 - 59 %,,30 - 39 %,1,1,2000,1,0
Id_spjxg5252f,2022-03-11,2,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,1,1
Id_sq6celnz4r,2022-03-01,2,wage employed,91.0,Urban,Gauteng,1.0,,,4.0,,40 - 49 %,40 - 49 %,,,0,1,1995,9,0
Id_zq7un6jl0o,2023-02-02,4,studying,,Urban,Free State,1.0,1.0,0.0,4.0,70 - 79 %,,70 - 79 %,,80 - 100 %,0,1,1995,4,1
Id_1obca3z5ze,2022-02-28,2,unemployed,613.0,Urban,Gauteng,,,,,,,,,,0,1,1988,1,0
Id_kcp797it2h,2023-03-13,4,unemployed,64.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,50 - 59 %,,,1,1,2004,2,0
Id_nzp1hwxo81,2022-03-01,2,unemployed,127.0,Urban,Limpopo,1.0,1.0,0.0,2.0,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,1996,5,0
Id_l8iuqv3qtl,2022-08-05,3,other,,Urban,Gauteng,1.0,,,4.0,,50 - 59 %,,50 - 59 %,,1,1,1997,4,1
Id_i6zvatmzb5,2023-02-08,4,studying,,Rural,KwaZulu-Natal,1.0,1.0,0.0,3.0,30 - 39 %,,70 - 79 %,,40 - 49 %,0,1,2001,4,0
Id_9mflkmt9ez,2023-03-17,4,unemployed,2986.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,1997,1,0
Id_k3ssbtbrq8,2023-02-27,4,unemployed,1132.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1998,7,0
Id_r5i6u2tzvm,2023-02-13,4,unemployed,401.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1997,1,0
Id_3v20r63mq1,2023-02-07,4,unemployed,401.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,,70 - 79 %,,,0,1,1993,2,0
Id_1gn6rfg97l,2022-08-01,3,studying,,Urban,Mpumalanga,1.0,0.0,0.0,3.0,,,50 - 59 %,,,0,1,2001,10,0
Id_593uzw6a8f,2023-02-08,4,unemployed,889.0,Urban,Free State,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,,1,1,1992,9,0
Id_r7v81mape1,2023-03-20,4,unemployed,95.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,2001,6,0
Id_tnfc7kwhxa,2023-02-15,4,unemployed,730.0,Urban,North West,1.0,0.0,0.0,2.0,,40 - 49 %,60 - 69 %,,,1,1,2002,6,0
Id_wndd5dlmji,2023-03-01,4,unemployed,398.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1990,1,0
Id_mbpbw7t1p4,2023-02-28,4,studying,,Rural,Mpumalanga,,,,,,,,,,0,1,1998,10,0
Id_gspllkaj0p,2023-03-01,4,other,,Rural,Mpumalanga,,,,,,,,,,0,1,1999,8,0
Id_uidx6qet20,2022-07-29,3,wage employed,492.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,40 - 49 %,40 - 49 %,,,1,1,1996,5,1
Id_409faxqumi,2022-08-15,3,wage employed,,Urban,Gauteng,0.0,,,1.0,,,,,,1,1,1999,12,0
Id_23la4j0qmx,2023-03-01,4,wage employed,153.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,60 - 69 %,50 - 59 %,,,0,1,1999,11,1
Id_whhzgexwpx,2022-02-24,2,self employed,173.0,Urban,North West,1.0,,,2.0,,,,,,1,1,1997,5,0
Id_9pfjrcakf1,2022-08-03,3,other,,Urban,Gauteng,1.0,1.0,0.0,5.0,,50 - 59 %,60 - 69 %,,,1,1,1999,9,1
Id_ycdpqhiznh,2023-02-02,4,unemployed,1132.0,Urban,Gauteng,1.0,,,2.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,0
Id_nuwhf9zmna,2022-03-04,2,unemployed,988.0,Urban,Western Cape,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,1
Id_sdmwczhs1x,2023-02-09,4,unemployed,36.0,Urban,Eastern Cape,1.0,0.0,1.0,,,60 - 69 %,70 - 79 %,,,1,1,1994,7,0
Id_m078i1ug70,2021-08-13,1,employment programme,0.0,Urban,Gauteng,1.0,0.0,0.0,4.0,50 - 59 %,,60 - 69 %,,60 - 69 %,0,1,1997,11,1
Id_cys573bvt7,2023-02-17,4,studying,,Rural,Limpopo,1.0,,,1.0,,70 - 79 %,50 - 59 %,,,0,1,2000,1,1
Id_f3pzq3zeth,2022-02-28,2,unemployed,1401.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,,40 - 49 %,,,0,1,1997,6,1
Id_a5igu724pd,2023-02-13,4,unemployed,67.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,0,1,2001,12,0
Id_srmqxr8trh,2021-08-17,1,wage employed,0.0,Urban,Gauteng,,,,,,,,,,1,1,1997,2,1
Id_vdxqamf5z6,2022-08-01,3,wage employed,5.0,Rural,Mpumalanga,1.0,0.0,1.0,4.0,,40 - 49 %,50 - 59 %,,,0,1,1996,2,1
Id_fv46r6djgf,2023-03-13,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,,0 - 29 %,40 - 49 %,,,1,1,1998,4,0
Id_qewuokhaps,2022-03-09,2,studying,,Suburb,North West,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,1991,12,0
Id_wulrknbupc,2022-03-17,2,wage employed,213.0,Urban,Gauteng,1.0,,,2.0,80 - 100 %,,80 - 100 %,,80 - 100 %,0,1,2000,1,0
Id_ifa15j37bg,2022-02-24,2,unemployed,365.0,Urban,Free State,1.0,0.0,0.0,3.0,40 - 49 %,,70 - 79 %,,30 - 39 %,1,1,1990,10,0
Id_3v7kqfwgu9,2023-02-07,4,unemployed,91.0,Urban,Gauteng,,,,,,,,,,0,1,1996,6,1
Id_i4bmn7zeb8,2023-02-14,4,wage employed,0.0,Urban,KwaZulu-Natal,1.0,,,4.0,0 - 29 %,,60 - 69 %,,30 - 39 %,0,1,2000,1,0
Id_3m3drp2hp5,2023-03-01,4,wage employed,61.0,Urban,Free State,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,1991,1,1
Id_ad02zid19g,2022-02-28,2,unemployed,94.0,Suburb,Gauteng,1.0,1.0,0.0,3.0,,30 - 39 %,,40 - 49 %,,0,1,1988,5,0
Id_pl6a5jvkod,2022-03-16,2,unemployed,445.0,Urban,Eastern Cape,1.0,,,1.0,,0 - 29 %,30 - 39 %,,,1,1,2000,1,0
Id_5ypfcj575o,2022-08-08,3,other,,Urban,Western Cape,1.0,0.0,0.0,4.0,,40 - 49 %,60 - 69 %,,,1,1,2001,12,1
Id_7hawej26rz,2022-03-14,2,studying,,Urban,KwaZulu-Natal,1.0,,1.0,,,80 - 100 %,,80 - 100 %,,1,1,2000,1,0
Id_01gjwcjfu6,2022-03-17,2,wage employed,94.0,Urban,Western Cape,1.0,0.0,0.0,4.0,50 - 59 %,,70 - 79 %,,50 - 59 %,0,1,2000,1,1
Id_z06obludcz,2022-02-23,2,unemployed,2445.0,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1995,4,1
Id_25dtwi5gzu,2022-03-10,2,studying,,Urban,Gauteng,1.0,,1.0,3.0,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,1995,5,1
Id_sprlsjpe00,2023-02-28,4,unemployed,67.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,4.0,,30 - 39 %,,40 - 49 %,,0,1,1997,6,0
Id_xndr4806rc,2022-08-02,3,wage employed,1739.0,Urban,Mpumalanga,,,,,,,,,,1,1,1998,3,1
Id_azwyuugo1v,2022-08-03,3,studying,,Urban,Western Cape,0.0,0.0,0.0,5.0,,,,,,1,1,2004,3,0
Id_iaqvglkqtb,2022-08-04,3,unemployed,462.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,30 - 39 %,40 - 49 %,,,0,1,1993,11,0
Id_cmsdqayw9x,2023-02-07,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,50 - 59 %,,50 - 59 %,,1,1,2002,3,0
Id_0gyqqeq4ji,2022-08-10,3,other,,Urban,Gauteng,0.0,,,3.0,,,,,,0,1,1997,4,1
Id_nyftokv3y0,2023-02-22,4,unemployed,432.0,Rural,Limpopo,,,,,,,,,,0,1,1997,10,0
Id_nqhtay57z9,2023-03-02,4,unemployed,5.0,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,0,1,1999,1,0
Id_xqurs0t5dt,2023-03-22,4,unemployed,365.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,,50 - 59 %,60 - 69 %,,,1,1,2004,4,0
Id_fmtk0wdifc,2023-02-09,4,wage employed,122.0,Urban,North West,1.0,0.0,0.0,,,,,40 - 49 %,,0,1,1993,5,0
Id_bdwwa1dkym,2023-03-20,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,40 - 49 %,60 - 69 %,,,1,1,2004,2,0
Id_bgxswc4ogv,2022-08-10,3,unemployed,583.0,Urban,Gauteng,1.0,,,0.0,,40 - 49 %,50 - 59 %,,,1,1,1998,9,0
Id_7wg33ftoao,2022-03-02,2,wage employed,181.0,Suburb,Gauteng,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
Id_gr5x7qf121,2022-03-17,2,unemployed,430.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,0,1,2000,1,0
Id_6j1qc3z5ny,2022-08-15,3,studying,,Suburb,Gauteng,,,,,,,,,,1,1,1995,2,0
Id_5pue5rndj8,2022-03-03,2,studying,,Rural,Free State,1.0,,,1.0,,,,,,1,1,2000,1,0
Id_pdgvtbor5o,2022-03-08,2,unemployed,2525.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,40 - 49 %,40 - 49 %,,,1,1,1995,6,1
Id_hmiuu0mxmh,2022-03-09,2,unemployed,99.0,Urban,Gauteng,1.0,0.0,0.0,5.0,50 - 59 %,,,70 - 79 %,60 - 69 %,1,1,2002,6,0
Id_diq3zikecl,2023-02-27,4,wage employed,153.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,50 - 59 %,,40 - 49 %,,0,1,2002,2,0
Id_k7horui5m5,2023-02-08,4,unemployed,5.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1996,3,0
Id_i4w717aq60,2023-02-20,4,unemployed,36.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,2002,1,0
Id_x7xpklvrzr,2023-03-02,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,70 - 79 %,,0 - 29 %,0,1,1994,11,0
Id_5eiobarsje,2023-03-24,4,studying,,Suburb,Gauteng,,,,,,,,,,1,1,1999,8,0
Id_rp4nyktg5e,2022-08-04,3,other,,Urban,Gauteng,1.0,0.0,0.0,2.0,30 - 39 %,,70 - 79 %,,40 - 49 %,0,1,1995,12,1
Id_qpdl1icybv,2021-08-13,1,self employed,820.0,Urban,Gauteng,1.0,1.0,,1.0,,,,,,0,1,1985,11,1
Id_zaodmc3agi,2023-02-15,4,unemployed,334.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,5.0,50 - 59 %,,,60 - 69 %,50 - 59 %,1,1,1999,6,0
Id_p5pc21aqyc,2023-03-08,4,unemployed,1525.0,Suburb,Limpopo,,,,,,,,,,1,1,1998,8,0
Id_ktpwoxzphs,2023-03-01,4,wage employed,242.0,Urban,Limpopo,0.0,0.0,0.0,,,,,,,0,1,1993,5,0
Id_xzw7qknp3b,2022-02-24,2,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,2002,5,0
Id_ffsvnrcg38,2023-02-06,4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,50 - 59 %,,60 - 69 %,,50 - 59 %,0,1,1998,10,0
Id_ruzoq4vtuh,2022-08-01,3,unemployed,401.0,Urban,Limpopo,,,,,,,,,,0,1,2001,2,0
Id_lemiicfs8n,2022-03-03,2,self employed,1525.0,Urban,Gauteng,1.0,,,,,30 - 39 %,50 - 59 %,,,1,1,2000,1,1
Id_xtkcapx7hl,2023-03-01,4,unemployed,64.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,,,,0,1,2003,5,0
Id_369ngpjz22,2022-09-03,3,other,,Rural,KwaZulu-Natal,0.0,,,2.0,,,,,,0,1,1993,6,1
Id_car7e6zs6s,2022-08-11,3,other,,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,30 - 39 %,,50 - 59 %,,,1,1,1999,1,1
Id_kgnyxaxzqw,2023-02-10,4,unemployed,1101.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1993,8,0
Id_l97n5gd2j2,2022-02-28,2,wage employed,22.0,Urban,Limpopo,1.0,,,3.0,60 - 69 %,,50 - 59 %,,50 - 59 %,0,1,2001,1,1
Id_leoad9m013,2022-03-07,2,studying,,Suburb,Gauteng,1.0,,,5.0,,40 - 49 %,,40 - 49 %,,1,1,2000,1,1
Id_sz6fuaethv,2023-02-13,4,unemployed,67.0,Urban,Gauteng,1.0,1.0,0.0,4.0,,70 - 79 %,,60 - 69 %,,0,1,2000,1,0
Id_wud93d6h7c,2023-03-01,4,unemployed,551.0,Rural,Limpopo,1.0,0.0,1.0,4.0,30 - 39 %,,70 - 79 %,,40 - 49 %,0,1,1993,1,0
Id_qf73ugnmy9,2022-09-03,3,studying,,Urban,Eastern Cape,1.0,0.0,1.0,3.0,,50 - 59 %,60 - 69 %,,,1,1,1998,3,0
Id_on9zs9nj54,2022-08-05,3,unemployed,1709.0,Urban,KwaZulu-Natal,1.0,,,,,,,,,1,1,1998,3,0
Id_a4sriwccc0,2023-03-14,4,unemployed,1890.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1996,9,0
Id_gg9nt2cwrx,2023-03-13,4,self employed,,Urban,Western Cape,1.0,0.0,0.0,2.0,0 - 29 %,,40 - 49 %,,,1,1,1991,12,0
